"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"MTCO1P12",1026.20546654587,3.34792083181021,0.741345849681042,4.51600401250055,6.30174706142328e-06,0.210339713416186
"ENSG00000265218",89.721411754011,-1.56929678739046,0.384465836612475,-4.08175873627036,4.46961822432136e-05,0.497289723637994
"FN1",2841.58071148335,1.5537924496059,0.376074086263182,4.13161264325597,3.6022709006863e-05,0.497289723637994
"ENSG00000272668",429.531144426321,-1.00194087575082,0.255022171925385,-3.92883829741664,8.53572094524513e-05,0.71226323427598
"5S_rRNA",10.0015471087634,-0.355336715975877,0.409204039182083,-0.868360724606051,0.385196888667639,0.999818165338264
"7SK",1151.98930835835,-0.149772833950416,0.450380386386691,-0.33254741653386,0.739475941645034,0.999818165338264
"A1BG",650.63537896996,-0.108165443320367,0.0645644503626724,-1.67530959704263,0.0938735034448271,0.999818165338264
"A1BG-AS1",277.244418969158,0.0700700710197906,0.13797381138065,0.507850513939037,0.611558181366357,0.999818165338264
"A1CF",2946.96185008167,-0.352866098284377,0.321609683131883,-1.097187419384,0.272559471528274,0.999818165338264
"A2M",3623.49368650599,0.0468552307174663,0.174618641883592,0.268328915011845,0.788446151075225,0.999818165338264
"A2M-AS1",271.931558630419,0.351546344732306,0.243017866825091,1.4465864149212,0.148012793306769,0.999818165338264
"A2ML1",260.674703390034,0.0523252652552796,0.0834675385445909,0.626893594416059,0.530728986423395,0.999818165338264
"A2MP1",25.1015327594029,0.788152456576122,0.466963811811549,1.68782341723344,0.0914451309876013,0.999818165338264
"A4GALT",290.391157737375,0.0134903469325145,0.121836263358798,0.110725218917676,0.911834247138001,0.999818165338264
"A4GNT",7.95365385298442,-0.482209352371618,1.06834768923355,-0.451359943238669,0.651730148455601,0.999818165338264
"AAAS",519.595325299731,0.148225295295287,0.0830385252535559,1.78501839769776,0.0742583327602143,0.999818165338264
"AACS",2473.45507988912,-0.0702305581842535,0.0542810557198517,-1.29383183972541,0.195723512170241,0.999818165338264
"AACSP1",81.7194545021187,-0.0230753821848954,0.174962898588552,-0.1318872879396,0.895073443546853,0.999818165338264
"AADAC",213.636733614539,-0.490414175217649,0.581313277707802,-0.843631470368988,0.398875372872905,0.999818165338264
"AADACL2",29.6550959385102,-0.00125628974909397,0.355551398929621,-0.00353335622606463,0.997180795485517,0.999818165338264
"AADACL2-AS1",21.8081131086571,0.204953412421301,0.256720494606235,0.798352358800431,0.424666041631475,0.999818165338264
"AADACL3",20.8871614925044,-0.0812435228445714,0.244199754004872,-0.332692893879617,0.739366114146694,0.999818165338264
"AADACP1",268.480674342625,-0.388144295670463,0.424546964749562,-0.914255260073352,0.360582733481311,0.999818165338264
"AADAT",95.1473037687829,0.043080264036927,0.175564713811208,0.245381108206362,0.806161355409562,0.999818165338264
"AAGAB",843.645492343814,-0.144664438457254,0.0788401397859639,-1.83490844701685,0.0665192558820156,0.999818165338264
"AAK1",7212.67300869668,-0.0564277166196413,0.091483823184643,-0.616805405101539,0.537363086403506,0.999818165338264
"AAMDC",384.043077039756,-0.0585873815979201,0.0947692434815461,-0.618210924194288,0.536436309933053,0.999818165338264
"AAMP",486.157541398991,0.0397653911668249,0.129331664376935,0.307468332356177,0.758486923485294,0.999818165338264
